id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
956,5786676,K00650.01,Kepler-1665 b,CONFIRMED,CANDIDATE,,,,,,11.954776,3.1e-05,-3.1e-05,178.71986,0.00091,-0.00091,0.62,0.84,-0.84,2.1391,,,867,,,2.3,2.2,-2.2,641.0,,,,,,107.8,,,5088.0,76.0,-76.0,4.55,0.3,-0.3,0.76,0.7,-0.7,290.39618,41.040081,13.594
957,5796675,K00652.01,Kepler-636 b,CONFIRMED,CANDIDATE,,,,,,16.080672,1.8e-05,-1.8e-05,182.75937,0.00037,-0.00037,0.25,0.34,-0.34,2.8525,,,3016,,,3.58,0.18,-0.18,518.0,,,,,,326.6,,,4886.0,63.0,-63.0,4.68,0.3,-0.3,0.653,0.019,-0.019,293.59189,41.095161,13.653
958,5941160,K00654.02,Kepler-200 c,CONFIRMED,CANDIDATE,,,,,,10.222084,7.1e-05,-7.1e-05,135.8918,0.0032,-0.0032,0.978,0.1,-0.1,1.3546,,,276,,,2.9,1.1,-1.1,987.0,,,,,,19.0,,,6034.0,93.0,-93.0,4.24,0.3,-0.3,1.28,0.41,-0.41,284.40991,41.237461,13.984
959,5966154,K00655.01,Kepler-201 b,CONFIRMED,CANDIDATE,,,,,,25.6721,0.00018,-0.00018,192.0969,0.0024,-0.0024,0.84,0.1,-0.1,5.8942,,,390,,,2.77,0.33,-0.33,710.0,,,,,,83.9,,,6133.0,58.0,-58.0,4.32,0.1,-0.1,1.24,0.15,-0.15,293.62604,41.27282,13.004
960,6020753,K00657.02,Kepler-202 c,CONFIRMED,CANDIDATE,,,,,,16.28247,7.1e-05,-7.1e-05,180.7964,0.0015,-0.0015,0.74,0.22,-0.22,2.9346,,,816,,,2.05,0.17,-0.17,512.0,,,,,,65.5,,,4763.0,63.0,-63.0,4.63,0.3,-0.3,0.659,0.016,-0.016,282.97342,41.32201,13.872
961,6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,,,,,,5.370639,2.1e-05,-2.1e-05,172.2372,0.0012,-0.0012,0.65,0.16,-0.16,2.0909,,,478,,,2.1,1.5,-1.5,1018.0,,,,,,78.1,,,5924.0,94.0,-94.0,4.52,0.3,-0.3,0.91,0.63,-0.63,297.09,41.388031,13.989
962,8456679,K00102.02,Kepler-1990 c,CONFIRMED,CANDIDATE,,,,,,4.068545,5.5e-05,-5.5e-05,132.2638,0.0045,-0.0045,0.854,0.1,-0.1,2.6525,,,73,,,1.09,0.09,-0.09,1173.0,,,,,,32.5,,,5838.0,50.0,-50.0,4.42,0.1,-0.1,1.079,0.082,-0.082,299.70474,44.435749,12.566
963,6125481,K00659.01,Kepler-637 b,CONFIRMED,CANDIDATE,,,,,,23.20581,0.0002,-0.0002,180.7606,0.0029,-0.0029,0.62,0.43,-0.43,4.3406,,,302,,,2.7,1.1,-1.1,858.0,,,,,,54.1,,,6721.0,125.0,-125.0,4.22,0.3,-0.3,1.46,0.56,-0.56,292.41721,41.41687,13.413
964,6267535,K00660.01,Kepler-638 b,CONFIRMED,CANDIDATE,,,,,,6.079629,4.2e-05,-4.2e-05,170.588,0.0023,-0.0023,0.784,0.1,-0.1,7.2182,,,290,,,2.8,0.46,-0.46,1174.0,,,,,,80.2,,,5480.0,74.0,-74.0,4.05,0.3,-0.3,1.49,0.24,-0.24,284.91943,41.617191,13.532
965,6347299,K00661.01,Kepler-204 b,CONFIRMED,CANDIDATE,,,,,,14.401041,0.0001,-0.0001,174.9861,0.0024,-0.0024,0.62,0.32,-0.32,3.8953,,,397,,,2.2,1.1,-1.1,810.0,,,,,,47.0,,,6098.0,82.0,-82.0,4.4,0.3,-0.3,1.07,0.52,-0.52,285.3472,41.761921,13.909
966,6365156,K00662.01,Kepler-639 b,CONFIRMED,CANDIDATE,,,,,,10.214019,7.6e-05,-7.6e-05,170.7089,0.0025,-0.0025,0.8859,0.1,-0.1,6.164,,,287,,,2.1,1.0,-1.0,913.0,,,,,,85.9,,,6148.0,85.0,-85.0,4.41,0.3,-0.3,1.06,0.51,-0.51,292.18689,41.727051,13.336
967,6425957,K00663.02,Kepler-205 c,CONFIRMED,CANDIDATE,,,,,,20.306591,8e-05,-8e-05,172.6561,0.0013,-0.0013,0.904,0.1,-0.1,2.9732,,,700,,,1.85,0.09,-0.09,407.0,,,,,,73.2,,,4303.0,61.0,-61.0,4.71,0.3,-0.3,0.562,0.011,-0.011,285.28711,41.861172,13.506
968,6442340,K00664.01,Kepler-206 c,CONFIRMED,CANDIDATE,,,,,,13.13742,0.00013,-0.00013,170.2279,0.0034,-0.0034,0.61,0.12,-0.12,4.7968,,,225,,,1.98,0.68,-0.68,896.0,,,,,,47.7,,,5986.0,89.0,-89.0,4.24,0.3,-0.3,1.27,0.43,-0.43,291.63467,41.833858,13.484
969,2444412,K00103.01,Kepler-1710 b,CONFIRMED,CANDIDATE,,,,,,14.910755,3.5e-05,-3.5e-05,141.33981,0.00088,-0.00088,0.65,0.32,-0.32,3.3104,,,861,,,2.95,0.33,-0.33,703.0,,,,,,174.4,,,5531.0,44.0,-44.0,4.44,0.1,-0.1,0.955,0.087,-0.087,291.68335,37.751591,12.593
970,6685609,K00665.03,Kepler-207 c,CONFIRMED,CANDIDATE,,,,,,3.071563,3.7e-05,-3.7e-05,133.3015,0.0039,-0.0039,0.641,0.1,-0.1,4.0809,,,92,,,1.11,0.44,-0.44,1371.0,,,,,,25.1,,,6080.0,87.0,-87.0,4.37,0.3,-0.3,1.1,0.43,-0.43,290.03052,42.16605,13.182
971,6707835,K00666.01,Kepler-640 b,CONFIRMED,CANDIDATE,,,,,,22.24818,0.00012,-0.00012,174.1347,0.002,-0.002,0.56,0.4,-0.4,3.9045,,,596,,,2.57,0.24,-0.24,638.0,,,,,,80.3,,,5706.0,50.0,-50.0,4.45,0.1,-0.1,1.02,0.062,-0.062,296.0322,42.131672,13.721
972,7033671,K00670.01,Kepler-641 b,CONFIRMED,CANDIDATE,,,,,,9.489383,7.8e-05,-7.8e-05,171.9338,0.0028,-0.0028,0.55,0.32,-0.32,3.4906,,,266,,,1.77,0.84,-0.84,896.0,,,,,,45.0,,,5754.0,118.0,-118.0,4.35,0.3,-0.3,1.06,0.5,-0.5,291.82349,42.516209,13.774
973,7040629,K00671.02,Kepler-208 c,CONFIRMED,CANDIDATE,,,,,,7.466408,8.1e-05,-8.1e-05,132.7876,0.0051,-0.0051,0.817,0.1,-0.1,4.0761,,,117,,,1.23,,,934.0,,,,,,28.0,,,5845.0,,,4.446,,,0.972,,,293.8902,42.527966,13.749
974,10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0965841,2.3e-06,-2.3e-06,133.6136,0.0013,-0.0013,0.026,0.1,-0.1,2.0671,,,306,,,1.4,0.76,-0.76,1523.0,,,,,,44.8,,,5249.0,86.0,-86.0,4.5,0.3,-0.3,0.82,0.39,-0.39,297.78802,47.10107,14.867
975,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.3840538,3.9e-06,-3.9e-06,171.5829,0.0011,-0.0011,0.02,0.11,-0.11,2.2918,,,1498,,,2.5,1.2,-1.2,983.0,,,,,,73.7,,,4796.0,71.0,-71.0,4.62,0.3,-0.3,0.669,0.018,-0.018,299.64285,40.691238,15.836
976,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.4467361,1.4e-06,-1.4e-06,170.66896,0.00038,-0.00038,1.11,0.68,-0.68,3.2701,,,3338,,,18.0,11.0,-11.0,1251.0,,,,,,371.3,,,5741.0,99.0,,4.56,0.3,-0.3,0.85,0.3,-0.3,298.96112,40.862808,15.021
977,9595686,K00944.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1082511,5.9e-06,-5.9e-06,170.24404,0.00058,-0.00058,0.896,0.1,-0.1,2.5337,,,1880,,,4.4,2.5,-2.5,1086.0,,,,,,173.7,,,5303.0,82.0,-82.0,4.49,0.3,-0.3,0.84,0.47,-0.47,294.79974,46.207569,15.361
978,9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.427241,5.9e-05,-5.9e-05,176.7165,0.0019,-0.0019,1.04,0.86,-0.86,2.7027,,,1259,,,9.4,5.8,-5.8,663.0,,,,,,51.4,,,5993.0,124.0,-124.0,4.51,0.3,-0.3,0.93,0.39,-0.39,296.65915,46.382172,15.163
979,3124412,K01087.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9489512,1.1e-06,-1.1e-06,134.36725,0.00034,-0.00034,1.229,0.1,-0.1,3.903,,,3505,,,35.0,15.0,-15.0,2037.0,,,,,,334.6,,,6269.0,157.0,-157.0,4.41,0.3,-0.3,1.08,0.45,-0.45,293.24384,38.27327,14.909
980,3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.23928,0.00013,-0.00013,369.561,0.0048,-0.0048,0.89,0.23,-0.23,12.7321,,,16447,,,13.2,5.1,-5.1,690.0,,,,,,155.9,,,6164.0,200.0,-200.0,4.67,0.3,-0.3,0.79,0.3,-0.3,286.00031,38.284599,15.148
981,3228824,K01100.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7309384,1.9e-06,-1.9e-06,355.902,0.0013,-0.0013,0.41,0.64,-0.64,2.6613,,,530,,,1.73,0.87,-0.87,1413.0,,,,,,53.7,,,4606.0,200.0,-200.0,4.6,0.3,-0.3,0.73,0.3,-0.3,289.76483,38.35236,15.736
982,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.443322,2.5e-05,-2.5e-05,175.4039,0.0016,-0.0016,0.03,0.18,-0.18,2.8999,,,1189,,,2.3,1.1,-1.1,624.0,,,,,,59.1,,,4889.0,71.0,-71.0,4.6,0.3,-0.3,0.695,0.021,-0.021,286.24356,42.148811,15.546
983,8176650,K00960.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.8011078,5.3e-06,-5.3e-06,177.15245,0.00011,-0.00011,0.5005,0.1,-0.1,6.3118,,,37927,,,15.1,6.1,-6.1,603.0,,,,,,2336.9,,,5368.0,85.0,-85.0,4.61,0.3,-0.3,0.76,0.31,-0.31,295.47067,44.010738,15.513
984,3964562,K00015.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.0124773,1.3e-06,-1.3e-06,135.2582,0.00029,-0.00029,1.03,0.33,-0.33,2.4685,,,1653,,,21.0,14.0,-14.0,2369.0,,,,,,608.2,,,8595.0,200.0,-200.0,4.13,0.3,-0.3,1.95,0.97,-0.97,294.1434,39.089779,12.403
985,3228959,K01107.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7309,0.002,-0.002,133.685,0.021,-0.021,1.3831,0.1,-0.1,2.8862,,,223,,,124.0,72.0,-72.0,1970.0,,,,,,34.8,,,5926.0,109.0,-109.0,4.53,0.3,-0.3,0.91,0.49,-0.49,289.7962,38.351181,15.401
986,10345478,K00737.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.49836,4.7e-05,-4.7e-05,182.6796,0.0011,-0.0011,0.908,0.1,-0.1,3.7177,,,3302,,,5.4,4.3,-4.3,613.0,,,,,,125.5,,,5287.0,82.0,-82.0,4.6,0.3,-0.3,0.75,0.6,-0.6,294.121,47.408791,15.684
987,10418797,K00741.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,23.355343,8.6e-06,-8.6e-06,169.83311,0.00012,-0.00012,0.893,0.1,-0.1,4.5825,,,38578,,,21.9,7.5,-7.5,584.0,,,,,,1446.0,,,5705.0,99.0,,4.56,0.3,-0.3,0.84,0.29,-0.29,296.95724,47.55381,15.278
988,10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,19.403919,3e-05,-3e-05,172.48461,0.00099,-0.00099,0.81,0.1,-0.1,9.9632,,,10442,,,9.0,7.3,-7.3,549.0,,,,,,351.4,,,5110.0,76.0,-76.0,4.55,0.3,-0.3,0.77,0.62,-0.62,289.25821,47.635319,15.487
989,10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.469814,1.2e-05,-1.2e-05,180.88179,0.0005,-0.0005,0.029,0.1,-0.1,9.439,,,11974,,,8.2,4.4,-4.4,589.0,,,,,,508.3,,,5152.0,88.0,-88.0,4.54,0.3,-0.3,0.78,0.42,-0.42,297.15442,47.668701,15.788
990,6680177,K00860.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.61474,0.00064,-0.00064,177.048,0.025,-0.025,0.47,0.99,-0.99,2.7655,,,70,,,0.7,0.54,-0.54,625.0,,,,,,3.5,,,5381.0,206.0,-206.0,4.52,0.3,-0.3,0.83,0.52,-0.52,288.24796,42.10746,15.245
991,6862328,K00865.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,119.02088,0.00043,-0.00043,222.2359,0.001,-0.001,0.03,0.28,-0.28,8.0568,,,6555,,,6.9,2.4,-2.4,346.0,,,,,,247.5,,,5779.0,96.0,-96.0,4.55,0.3,-0.3,0.86,0.3,-0.3,291.58377,42.36816,15.085
992,8846163,K00962.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,26.77891391,,,186.20963,,,0.3162,0.1,-0.1,3.1249,,,40,,,0.3,0.02,-0.02,342.0,,,,,,3.9,,,4180.0,200.0,-200.0,4.78,0.2,-0.2,0.485,0.035,-0.035,300.46063,45.01384,14.005
993,3337351,K00965.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.0471062,1.1e-06,-1.1e-06,175.03222,0.00011,-0.00011,1.28,0.81,-0.81,2.6593,,,53798,,,53.0,,,808.0,,,,,,1051.2,,,5148.0,,,4.485,,,0.835,,,290.11569,38.40419,13.361
994,3233043,K00966.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.76967,9.2e-05,-9.2e-05,133.09,0.0043,-0.0043,0.02,0.35,-0.35,4.7387,,,307,,,3.16,0.77,-0.77,1142.0,,,,,,43.1,,,5037.0,73.0,-73.0,3.82,0.3,-0.3,1.98,0.48,-0.48,290.91119,38.335579,13.787
995,3235672,K01109.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.72108,0.00043,-0.00043,134.778,0.024,-0.024,0.824,0.1,-0.1,7.4645,,,93,,,0.9,1.2,-1.2,832.0,,,,,,6.0,,,5255.0,91.0,-91.0,4.5,0.3,-0.3,0.8,1.1,-1.1,291.6069,38.348061,14.792
996,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.6678241,5.1e-06,-5.1e-06,137.3408,0.00042,-0.00042,0.98,0.14,-0.14,4.194,,,2649,,,18.1,5.6,-5.6,1326.0,,,,,,492.6,,,6302.0,114.0,-114.0,3.93,0.3,-0.3,2.09,0.63,-0.63,299.39972,45.316051,13.03
997,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.26551,0.0002,-0.0002,136.4956,0.0071,-0.0071,0.21,0.67,-0.67,3.6284,,,396,,,1.65,0.73,-0.73,760.0,,,,,,29.4,,,5674.0,99.0,,4.57,0.3,-0.3,0.84,0.34,-0.34,292.27905,38.284531,15.212
998,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.047134,9.7e-05,-9.7e-05,139.7954,0.0051,-0.0051,0.63,0.61,-0.61,2.3794,,,308,,,1.9,1.1,-1.1,966.0,,,,,,25.4,,,5720.0,106.0,-106.0,4.37,0.3,-0.3,1.03,0.53,-0.53,290.13492,38.404221,14.928
999,10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.6963366,7e-06,-7e-06,170.7422,0.0017,-0.0017,0.031,0.1,-0.1,3.7977,,,510,,,1.53,0.89,-0.89,987.0,,,,,,61.1,,,4916.0,80.0,-80.0,4.6,0.3,-0.3,0.7,0.38,-0.38,283.76547,47.804298,15.269
1000,12366681,K00973.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,13.33387,0.00037,-0.00037,263.789,0.014,-0.014,0.49,0.83,-0.83,6.5149,,,5,,,0.47,0.27,-0.27,1120.0,,,,,,3.6,,,6188.0,66.0,-66.0,3.93,0.3,-0.3,1.99,0.64,-0.64,296.08609,51.127041,9.563
1001,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.3488698,1.7e-06,-1.7e-06,262.72625,0.00022,-0.00022,0.022,0.1,-0.1,2.3041,,,556,,,0.62,,,422.0,,,,,,291.1,,,3240.0,,,4.897,,,0.27,,,298.80411,40.843563,10.68
1002,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.6187664,1.6e-06,-1.6e-06,133.386,0.00024,-0.00024,0.7,0.15,-0.15,5.5697,,,4971,,,8.1,3.7,-3.7,1176.0,,,,,,1143.8,,,6026.0,86.0,-86.0,4.38,0.3,-0.3,1.08,0.49,-0.49,297.31006,49.703041,13.652
1003,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.9978,0.00012,-0.00012,261.7172,0.0077,-0.0077,0.817,0.1,-0.1,4.017,,,64,,,3.07,0.42,-0.42,1808.0,,,,,,8.0,,,5189.0,50.0,-50.0,3.5,0.1,-0.1,3.43,0.42,-0.42,283.73642,44.71331,10.733
1004,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5926501,3.5e-06,-3.5e-06,133.9181,0.0015,-0.0015,0.03,0.1,-0.1,6.0472,,,1038,,,1.87,0.33,-0.33,1014.0,,,,,,131.0,,,4502.0,61.0,-61.0,4.68,0.3,-0.3,0.6,0.013,-0.013,291.76196,37.09864,15.47
1005,8378634,K01139.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.6294411,2.6e-06,-2.6e-06,134.70075,0.00051,-0.00051,0.016,0.1,-0.1,4.5661,,,793,,,4.0,1.9,-1.9,1555.0,,,,,,357.9,,,6510.0,106.0,-106.0,4.2,0.3,-0.3,1.47,0.62,-0.62,296.29196,44.33226,13.055
1006,8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.441978,3e-05,-3e-05,134.578,0.0037,-0.0037,0.915,0.1,-0.1,3.1202,,,266,,,1.86,0.8,-0.8,1372.0,,,,,,34.2,,,6049.0,104.0,-104.0,4.5,0.3,-0.3,0.95,0.41,-0.41,292.85965,44.200642,15.282
1007,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.99809945,9.8e-07,-9.8e-07,171.8982,9e-05,-9e-05,0.94,0.21,-0.21,1.8194,,,21326,,,17.8,9.2,-9.2,847.0,,,,,,722.6,,,5609.0,87.0,-87.0,4.58,0.3,-0.3,0.82,0.42,-0.42,287.88412,42.832439,15.877
1008,7351237,K00879.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,25.64385,0.00012,-0.00012,177.4189,0.0031,-0.0031,0.59,0.8,-0.8,5.0463,,,153,,,4.3,2.1,-2.1,564.0,,,,,,5.3,,,5526.0,92.0,-92.0,4.5,0.3,-0.3,0.87,0.34,-0.34,287.99161,42.933769,15.832
1009,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.8170339,2.4e-06,-2.4e-06,132.83324,0.00047,-0.00047,0.03,0.15,-0.15,2.2382,,,1457,,,3.1,1.7,-1.7,1731.0,,,,,,157.4,,,5577.0,119.0,-119.0,4.54,0.3,-0.3,0.84,0.45,-0.45,296.38229,48.045311,15.488
1010,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.244812,2.1e-05,-2.1e-05,139.1028,0.0016,-0.0016,0.03,0.21,-0.21,2.578,,,63,,,0.63,,,772.0,,,,,,33.7,,,5015.0,,,4.495,,,0.816,,,294.49011,38.194126,11.157
1011,6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.990972,2.3e-05,-2.3e-05,143.283,0.0014,-0.0014,1.07,0.82,-0.82,4.245,,,1962,,,17.0,13.0,-13.0,892.0,,,,,,128.3,,,6146.0,128.0,-128.0,4.35,0.3,-0.3,1.14,0.64,-0.64,296.29855,41.602718,14.977
1012,6307521,K01126.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,29.74516,0.00036,-0.00036,157.3875,0.0086,-0.0086,0.93,0.14,-0.14,20.206,,,915,,,2.9,1.0,-1.0,486.0,,,,,,73.4,,,5360.0,79.0,-79.0,4.62,0.3,-0.3,0.76,0.26,-0.26,297.75311,41.675991,15.259
1013,2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,386.60243,0.00011,-0.00011,166.34219,0.00024,-0.00024,1.179,0.1,-0.1,6.8093,,,25086,,,62.0,14.0,-14.0,285.0,,,,,,1284.0,,,5500.0,44.0,-44.0,4.133,0.06,-0.06,1.47,0.12,-0.12,292.27374,37.671558,12.394
1014,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.9568102,7.6e-07,-7.6e-07,170.69388,0.0001,-0.0001,0.925,0.1,-0.1,2.1714,,,25313,,,18.0,11.0,-11.0,1238.0,,,,,,978.0,,,5369.0,92.0,-92.0,4.57,0.3,-0.3,0.79,0.5,-0.5,295.83536,42.943062,15.533
1015,3858949,K00995.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,25.95241,0.00025,-0.00025,154.8713,0.0063,-0.0063,0.97,0.14,-0.14,7.5878,,,753,,,3.1,1.4,-1.4,507.0,,,,,,46.1,,,5345.0,75.0,-75.0,4.62,0.3,-0.3,0.75,0.34,-0.34,293.71075,38.983608,14.576
1016,3858824,K00996.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,25.95365,0.00023,-0.00023,154.845,0.0056,-0.0056,1.04,0.69,-0.69,9.9002,,,1660,,,8.0,6.6,-6.6,484.0,,,,,,69.0,,,5194.0,74.0,-74.0,4.64,0.3,-0.3,0.72,0.5,-0.5,293.67657,38.991379,15.342
1017,8435247,K01131.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.6961197,1.3e-06,-1.3e-06,354.7755,0.00055,-0.00055,1.3813,0.1,-0.1,6.7761,,,11563,,,58.0,17.0,-17.0,1856.0,,,,,,211.6,,,5046.0,200.0,-200.0,4.39,0.3,-0.3,1.04,0.3,-0.3,293.539,44.494919,15.464
1018,8330548,K01132.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.9141577,4.9e-07,-4.9e-07,134.6443,0.00018,-0.00018,0.9,0.1,-0.1,2.9175,,,8807,,,13.4,4.9,-4.9,1617.0,,,,,,256.9,,,6250.0,122.0,-122.0,4.43,0.3,-0.3,1.07,0.39,-0.39,301.01672,44.233841,14.446
1019,8374494,K01133.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.2519189,4.2e-06,-4.2e-06,357.32138,0.00047,-0.00047,1.05,0.46,-0.46,4.1852,,,16620,,,25.0,11.0,-11.0,921.0,,,,,,719.2,,,5335.0,200.0,-200.0,4.52,0.3,-0.3,0.9,0.3,-0.3,294.99734,44.321388,15.756
1020,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.811135,4.3e-05,-4.3e-05,136.4533,0.0017,-0.0017,0.9247,0.1,-0.1,3.9481,,,386,,,5.48,0.7,-0.7,1358.0,,,,,,80.7,,,6197.0,50.0,-50.0,3.87,0.1,-0.1,2.32,0.29,-0.29,294.46088,38.383461,12.759
1021,7436215,K00885.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,25.58546721,,,177.07745,,,0.6026,0.1,-0.1,2.2763,,,47,,,0.5,0.02,-0.02,476.0,,,,,,1.6,,,5122.0,68.0,-68.0,4.65,0.3,-0.3,0.7,0.027,-0.027,289.11868,43.077389,15.161
1022,2438502,K01003.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.3606017,3.7e-06,-3.7e-06,172.26465,0.00025,-0.00025,0.025,0.1,-0.1,7.4333,,,34767,,,14.2,8.1,-8.1,743.0,,,,,,846.0,,,5171.0,91.0,-91.0,4.53,0.3,-0.3,0.79,0.45,-0.45,290.32791,37.726742,16.209
1023,2309585,K01004.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.8385144,1.4e-06,-1.4e-06,352.72243,0.00045,-0.00045,1.08,0.66,-0.66,2.4355,,,7536,,,20.0,10.0,-10.0,1326.0,,,,,,370.1,,,5524.0,200.0,-200.0,4.55,0.3,-0.3,0.89,0.3,-0.3,292.89935,37.656059,15.373
1024,1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,110.616,0.017,-0.017,145.84,0.1,-0.1,0.93,0.99,-0.99,5.0,,,27,,,0.91,0.52,-0.52,512.0,,,,,,1.5,,,6507.0,130.0,-130.0,4.16,0.3,-0.3,1.56,0.51,-0.51,291.35403,36.784519,13.62
1025,8299955,K01147.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.6827708,7.3e-06,-7.3e-06,134.2525,0.0018,-0.0018,0.03,0.16,-0.16,3.0368,,,130,,,1.41,0.86,-0.86,1563.0,,,,,,45.4,,,6197.0,88.0,-88.0,4.27,0.3,-0.3,1.27,0.45,-0.45,291.89075,44.223728,13.475
1026,8349405,K01149.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.1688266,,,136.23827,,,0.9149,0.1,-0.1,1.289,,,93,,,0.97,0.63,-0.63,817.0,,,,,,3.6,,,5436.0,79.0,-79.0,4.56,0.3,-0.3,0.8,0.52,-0.52,284.38562,44.391289,15.602
1027,10287248,K01152.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.72225588,5.1e-07,-5.1e-07,178.24254,7e-05,-7e-05,0.445,0.1,-0.1,3.4236,,,86833,,,19.56,,,676.0,,,,,,1813.7,,,4069.0,,,4.572,,,0.653,,,296.69562,47.327309,13.987
1028,11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.4059559,7.1e-06,-7.1e-06,177.19808,0.00025,-0.00025,0.024,0.1,-0.1,6.4079,,,14610,,,12.1,5.1,-5.1,855.0,,,,,,847.4,,,5814.0,100.0,-100.0,4.4,0.3,-0.3,1.01,0.43,-0.43,289.23553,50.241001,15.562
1029,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.942631,1.6e-05,-1.6e-05,174.5243,0.0014,-0.0014,0.97,0.17,-0.17,5.0292,,,2247,,,6.4,3.1,-3.1,855.0,,,,,,144.3,,,5749.0,117.0,-117.0,4.53,0.3,-0.3,0.88,0.42,-0.42,299.00143,43.399632,15.26
1030,8127639,K01012.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0234717,1.1e-06,-1.1e-06,354.81819,0.00058,-0.00058,0.45,0.65,-0.65,1.6892,,,1403,,,3.6,1.6,-1.6,1691.0,,,,,,112.5,,,5514.0,200.0,-200.0,4.48,0.3,-0.3,0.97,0.3,-0.3,300.45575,43.934349,15.381
