,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
301,1794,8625821,K01859.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,45.39692,0.00014,-0.00014,136.9389,0.0022,-0.0022,0.02,0.17,-0.17,3.2731,,,1339,,,3.0,1.7,-1.7,472.0,,,,,,47.4,,,5747.0,83.0,-83.0,4.56,0.3,-0.3,0.85,0.25,-0.25,292.17706,44.786598,15.024
302,1802,9115681,K01865.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.8639143,3.5e-06,-3.5e-06,132.1955,0.0013,-0.0013,0.028,0.1,-0.1,3.0034,,,323,,,2.7,1.6,-1.6,2033.0,,,,,,76.2,,,6677.0,117.0,-117.0,4.17,0.3,-0.3,1.57,0.59,-0.59,299.87238,45.499592,13.027
303,1813,8556077,K02027.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.6357082,8.9e-06,-8.9e-06,134.6103,0.0017,-0.0017,0.72,0.56,-0.56,2.2964,,,72,,,1.38,0.79,-0.79,1608.0,,,,,,41.8,,,6649.0,78.0,-78.0,4.2,0.3,-0.3,1.5,0.68,-0.68,290.33813,44.60387,11.826
304,1819,8111919,K02030.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.6649821,2.4e-06,-2.4e-06,131.6832,0.001,-0.001,0.98,0.14,-0.14,1.412,,,251,,,3.7,1.1,-1.1,1919.0,,,,,,61.6,,,5764.0,109.0,-109.0,4.06,0.3,-0.3,1.54,0.4,-0.4,296.52682,43.960232,13.831
305,1820,5894073,K02187.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.585338,3.3e-05,-3.3e-05,136.9856,0.0022,-0.0022,0.03,0.17,-0.17,4.522,,,359,,,1.9,1.2,-1.2,880.0,,,,,,58.9,,,6186.0,105.0,-105.0,4.47,0.3,-0.3,1.01,0.44,-0.44,296.64755,41.177021,13.748
306,1821,10518424,K02188.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.696187,4.9e-05,-4.9e-05,133.0145,0.0056,-0.0056,0.859,0.1,-0.1,4.038,,,187,,,1.54,0.69,-0.69,1360.0,,,,,,24.8,,,6130.0,94.0,-94.0,4.48,0.3,-0.3,0.99,0.44,-0.44,283.75385,47.796951,15.319
307,1824,4245933,K02190.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.25677,0.0002,-0.0002,140.835,0.013,-0.013,0.81,0.52,-0.52,13.3496,,,1305,,,2.24,0.25,-0.25,488.0,,,,,,32.5,,,4258.0,65.0,-65.0,4.72,0.3,-0.3,0.553,0.011,-0.011,286.40198,39.338799,15.83
308,1826,9964670,K02192.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5413421,3.8e-06,-3.8e-06,132.3265,0.0017,-0.0017,0.0,0.11,-0.11,3.2768,,,424,,,1.46,0.97,-0.97,1236.0,,,,,,59.2,,,5078.0,86.0,-86.0,4.59,0.3,-0.3,0.73,0.34,-0.34,297.02771,46.874519,15.316
309,1831,6209798,K02196.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.2054161,2e-06,-2e-06,131.934,0.0011,-0.0011,0.98,0.12,-0.12,1.1735,,,108,,,2.16,0.76,-0.76,2149.0,,,,,,42.5,,,6326.0,89.0,-89.0,4.24,0.3,-0.3,1.36,0.47,-0.47,293.33835,41.59024,13.064
310,1832,6525249,K02197.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7103257,6.7e-06,-6.7e-06,131.6044,0.0026,-0.0026,0.02,0.15,-0.15,2.639,,,398,,,1.8,1.1,-1.1,1554.0,,,,,,32.1,,,6059.0,137.0,-137.0,4.51,0.3,-0.3,0.95,0.36,-0.36,292.73456,41.90477,15.961
311,1841,6864893,K02375.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,40.87934,0.00043,-0.00043,163.4143,0.0072,-0.0072,0.3,0.88,-0.88,5.1883,,,425,,,1.55,0.83,-0.83,448.0,,,,,,22.6,,,5436.0,77.0,-77.0,4.6,0.3,-0.3,0.78,0.3,-0.3,292.36026,42.398022,14.923
312,1851,8009496,K01869.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,38.47716,0.00015,-0.00015,150.5627,0.0027,-0.0027,0.02,0.15,-0.15,3.6589,,,432,,,2.0,1.1,-1.1,555.0,,,,,,40.0,,,6093.0,66.0,-66.0,4.49,0.3,-0.3,0.97,0.34,-0.34,283.19598,43.890968,13.404
313,1880,2581191,K02203.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.9904434,8.8e-06,-8.8e-06,132.7074,0.0029,-0.0029,0.03,0.19,-0.19,2.9845,,,152,,,1.22,0.74,-0.74,1545.0,,,,,,28.3,,,6202.0,101.0,-101.0,4.46,0.3,-0.3,1.02,0.35,-0.35,292.60025,37.832069,14.349
314,1885,7379385,K02207.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,67.2156,0.0019,-0.0019,171.782,0.018,-0.018,0.65,0.84,-0.84,15.5373,,,188,,,1.53,0.79,-0.79,488.0,,,,,,16.7,,,6171.0,112.0,-112.0,4.41,0.3,-0.3,1.07,0.42,-0.42,296.4201,42.936989,14.548
315,1889,6199702,K02211.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.80525763,9.4e-07,-9.4e-07,132.10183,0.00062,-0.00062,0.4,0.79,-0.79,1.0475,,,368,,,2.0,1.1,-1.1,2090.0,,,,,,53.6,,,6243.0,112.0,-112.0,4.45,0.3,-0.3,1.04,0.38,-0.38,290.12604,41.59943,14.633
316,1892,7380829,K01703.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.174582,2.7e-05,-2.7e-05,132.2463,0.0059,-0.0059,0.03,0.12,-0.12,8.1865,,,291,,,1.7,1.4,-1.4,1301.0,,,,,,68.7,,,6022.0,116.0,-116.0,4.42,0.3,-0.3,1.03,0.64,-0.64,296.74991,42.952358,14.934
317,1899,7768952,K01709.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,22.46854,0.00014,-0.00014,148.495,0.0042,-0.0042,0.98,0.15,-0.15,3.2456,,,224,,,7.21,0.92,-0.92,1050.0,,,,,,28.0,,,5469.0,104.0,-104.0,3.56,0.3,-0.3,3.43,0.26,-0.26,296.80951,43.450851,13.301
318,1902,8162790,K01712.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.161102,4e-05,-4e-05,141.5127,0.0031,-0.0031,0.55,0.84,-0.84,3.117,,,1048,,,3.3,1.4,-1.4,781.0,,,,,,43.1,,,5419.0,200.0,-200.0,4.46,0.3,-0.3,0.98,0.3,-0.3,290.73578,44.090488,15.047
319,1916,10965740,K01887.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,21.787736,9.6e-05,-9.6e-05,136.6943,0.0031,-0.0031,1.14,0.85,-0.85,4.0771,,,497,,,56.0,28.0,-28.0,1047.0,,,,,,49.6,,,5604.0,91.0,-91.0,3.62,0.3,-0.3,3.12,0.23,-0.23,286.46616,48.495918,12.967
320,1921,5024482,K02041.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5259258,8.2e-06,-8.2e-06,132.6941,0.0033,-0.0033,0.03,0.2,-0.2,2.354,,,391,,,1.98,,,1650.0,,,,,,21.7,,,5933.0,,,4.413,,,1.033,,,295.32501,40.187576,12.203
321,1936,9592579,K00243.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.6375741,1.8e-06,-1.8e-06,134.21231,0.00048,-0.00048,1.29,0.73,-0.73,4.2809,,,5647,,,44.0,31.0,-31.0,1335.0,,,,,,830.9,,,6042.0,126.0,-126.0,4.5,0.3,-0.3,0.95,0.47,-0.47,293.6701,46.29567,15.106
322,1947,9655129,K01714.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.7439952,2.7e-06,-2.7e-06,133.75788,0.00057,-0.00057,0.82,0.15,-0.15,4.2929,,,35145,,,20.0,12.0,-12.0,1171.0,,,,,,267.3,,,5363.0,69.0,-69.0,4.45,0.3,-0.3,0.88,0.52,-0.52,294.24811,46.374008,13.805
323,1953,9899483,K01719.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.332553,2.6e-06,-2.6e-06,132.0528,0.0013,-0.0013,0.029,0.1,-0.1,3.795,,,150,,,1.7,1.2,-1.2,2212.0,,,,,,78.0,,,6768.0,122.0,-122.0,4.24,0.3,-0.3,1.43,0.77,-0.77,295.25388,46.76136,13.616
324,1972,10294613,K01896.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.8544962,1.8e-06,-1.8e-06,132.48945,0.00065,-0.00065,0.02,0.1,-0.1,2.9532,,,1209,,,2.5,1.4,-1.4,1225.0,,,,,,151.6,,,5345.0,90.0,-90.0,4.61,0.3,-0.3,0.76,0.24,-0.24,298.73807,47.381741,14.898
325,1974,6307083,K02050.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,75.3781,0.00043,-0.00043,167.113,0.0038,-0.0038,0.03,0.89,-0.89,5.1315,,,314,,,1.3,1.1,-1.1,341.0,,,,,,35.8,,,5046.0,86.0,-86.0,4.57,0.3,-0.3,0.74,0.58,-0.58,297.63519,41.641869,12.218
326,1981,9156585,K02054.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,22.324224,9.2e-05,-9.2e-05,134.4474,0.0029,-0.0029,0.87,0.56,-0.56,2.9079,,,1232,,,3.8,2.3,-2.3,611.0,,,,,,34.6,,,5612.0,111.0,-111.0,4.47,0.3,-0.3,0.91,0.54,-0.54,292.63052,45.574219,15.612
327,1998,6780158,K02231.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.464183,1.3e-05,-1.3e-05,131.9167,0.0036,-0.0036,0.99,0.14,-0.14,1.921,,,74,,,2.86,0.64,-0.64,1771.0,,,,,,21.3,,,5258.0,76.0,-76.0,3.82,0.3,-0.3,2.1,0.19,-0.19,292.6597,42.272831,13.145
328,2005,6603756,K01729.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.204286,1.1e-06,-1.1e-06,135.88478,0.00015,-0.00015,0.028,0.1,-0.1,6.222,,,39066,,,16.4,6.2,-6.2,923.0,,,,,,1526.6,,,5315.0,98.0,-98.0,4.48,0.3,-0.3,0.85,0.32,-0.32,291.09161,42.058479,15.424
329,2006,8460600,K01730.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.35208972,3.6e-07,-3.6e-07,134.20627,4e-05,-4e-05,0.0298,0.1,-0.1,3.8651,,,79749,,,21.3,7.2,-7.2,803.0,,,,,,4594.1,,,5162.0,71.0,-71.0,4.55,0.3,-0.3,0.77,0.26,-0.26,300.77478,44.487751,14.933
330,2010,8845574,K01734.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.878156,4.4e-06,-4.4e-06,136.2709,0.0016,-0.0016,0.95,0.17,-0.17,1.7009,,,871,,,3.1,2.6,-2.6,1226.0,,,,,,44.1,,,5163.0,82.0,-82.0,4.53,0.3,-0.3,0.78,0.65,-0.65,300.31107,45.02494,15.75
331,2011,3446451,K01735.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.64234826,3.1e-07,-3.1e-07,131.91048,0.00027,-0.00027,0.62,0.66,-0.66,1.4482,,,258,,,2.7,1.1,-1.1,3099.0,,,,,,188.1,,,7082.0,110.0,-110.0,4.2,0.3,-0.3,1.57,0.66,-0.66,292.13745,38.599419,12.305
332,2021,3836453,K01903.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.540391,4.9e-06,-4.9e-06,131.9968,0.00081,-0.00081,0.9729,0.1,-0.1,2.9564,,,212,,,1.48,0.06,-0.06,1200.0,,,,,,118.9,,,4954.0,51.0,-51.0,4.61,0.1,-0.1,0.724,0.03,-0.03,286.95236,38.918331,12.057
333,2038,10674871,K02068.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,41.88971,0.00011,-0.00011,171.999,0.0018,-0.0018,1.31,1.0,-1.0,1.7015,,,1182,,,34.0,24.0,-24.0,516.0,,,,,,32.9,,,5945.0,96.0,-96.0,4.52,0.3,-0.3,0.92,0.45,-0.45,295.46463,47.90807,14.74
334,2041,6032517,K02070.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7914047,2.6e-06,-2.6e-06,132.99472,0.00095,-0.00095,0.031,0.1,-0.1,2.1473,,,337,,,1.7,1.1,-1.1,1539.0,,,,,,71.3,,,6050.0,105.0,-105.0,4.49,0.3,-0.3,0.96,0.46,-0.46,288.51645,41.381962,14.574
335,2043,8963721,K02233.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.811434,1.7e-05,-1.7e-05,132.941,0.0027,-0.0027,0.867,0.1,-0.1,4.5456,,,191,,,1.63,0.68,-0.68,1506.0,,,,,,75.8,,,5686.0,95.0,-95.0,4.38,0.3,-0.3,1.01,0.42,-0.42,295.47537,45.239979,14.674
336,2044,9635510,K02234.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.351943,1.5e-05,-1.5e-05,131.9162,0.0049,-0.0049,0.02,0.12,-0.12,3.7476,,,235,,,1.49,0.8,-0.8,1371.0,,,,,,29.1,,,5889.0,200.0,-200.0,4.47,0.3,-0.3,1.0,0.3,-0.3,284.6947,46.372589,15.347
337,2045,8076630,K02235.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.8616457,1.6e-06,-1.6e-06,131.8048,0.0011,-0.0011,0.24,0.91,-0.91,1.8516,,,253,,,1.28,0.63,-0.63,1728.0,,,,,,48.9,,,5623.0,74.0,-74.0,4.57,0.3,-0.3,0.82,0.35,-0.35,282.21646,43.93359,14.614
338,2050,4077901,K02239.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,12.10932,0.00011,-0.00011,140.7647,0.0058,-0.0058,0.03,0.1,-0.1,8.3725,,,135,,,0.93,0.63,-0.63,704.0,,,,,,33.2,,,5518.0,78.0,-78.0,4.54,0.3,-0.3,0.83,0.39,-0.39,296.42896,39.133759,13.007
339,2051,10271691,K02240.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,63.9125,0.0032,-0.0032,136.66,0.035,-0.035,0.78,0.8,-0.8,18.5535,,,115,,,0.89,0.41,-0.41,374.0,,,,,,9.6,,,5333.0,68.0,-68.0,4.62,0.3,-0.3,0.75,0.12,-0.12,290.88684,47.326679,14.746
340,2056,10544677,K02244.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,19.7357,0.00018,-0.00018,138.5728,0.0064,-0.0064,0.03,0.17,-0.17,3.9369,,,240,,,1.6,1.1,-1.1,748.0,,,,,,16.4,,,6342.0,112.0,-112.0,4.44,0.3,-0.3,1.07,0.54,-0.54,295.54919,47.72657,14.689
341,2058,6762829,K01740.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,18.7952642,1.6e-06,-1.6e-06,138.66797,6e-05,-6e-05,0.0252,0.1,-0.1,9.9924,,,29560,,,15.9,6.3,-6.3,684.0,,,,,,5099.1,,,5901.0,83.0,-83.0,4.47,0.3,-0.3,0.95,0.38,-0.38,286.83035,42.279202,13.941
342,2059,8180020,K01741.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.80312836,6.1e-07,-6.1e-07,136.10045,8e-05,-8e-05,0.0306,0.1,-0.1,4.9901,,,67130,,,20.4,7.6,-7.6,842.0,,,,,,3440.5,,,5327.0,200.0,-200.0,4.61,0.3,-0.3,0.81,0.3,-0.3,296.49356,44.052319,15.896
343,2060,9528420,K01742.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.70846986,3.3e-07,-3.3e-07,134.15244,5e-05,-5e-05,0.031,0.1,-0.1,5.947,,,34279,,,19.4,7.7,-7.7,1194.0,,,,,,3875.5,,,6221.0,103.0,-103.0,4.41,0.3,-0.3,1.08,0.43,-0.43,292.65988,46.159538,14.417
344,2061,8129042,K01743.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,54.3297,0.0016,-0.0016,153.719,0.021,-0.021,0.03,0.19,-0.19,23.4542,,,343,,,2.7,1.4,-1.4,670.0,,,,,,23.3,,,6779.0,200.0,-200.0,4.17,0.3,-0.3,1.51,0.3,-0.3,300.79263,43.96748,14.478
345,2062,6364327,K01744.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.243935,4.8e-05,-4.8e-05,132.686,0.0068,-0.0068,0.03,0.17,-0.17,11.73,,,168,,,1.21,0.84,-0.84,1049.0,,,,,,41.9,,,5840.0,94.0,-94.0,4.45,0.3,-0.3,0.96,0.47,-0.47,291.91602,41.74741,14.579
346,2063,9574614,K01745.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.98208505,2.3e-07,-2.3e-07,131.7028,0.00015,-0.00015,0.94,0.18,-0.18,1.2262,,,4894,,,8.1,4.3,-4.3,1603.0,,,,,,331.6,,,5541.0,86.0,-86.0,4.57,0.3,-0.3,0.82,0.43,-0.43,284.9671,46.27626,15.933
347,2067,7593110,K01748.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.54938827,5.4e-07,-5.4e-07,134.24604,0.00012,-0.00012,0.93,0.27,-0.27,2.4529,,,55316,,,33.0,11.0,-11.0,1109.0,,,,,,1109.4,,,5524.0,200.0,-200.0,4.49,0.3,-0.3,0.95,0.3,-0.3,286.42599,43.264278,15.895
348,2076,3952651,K01912.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,32.90465,0.00017,-0.00017,141.2947,0.0036,-0.0036,1.17,0.95,-0.95,3.0725,,,980,,,18.4,,,476.0,,,,,,35.0,,,5101.0,,,4.489,,,0.829,,,291.04391,39.023685,13.96
349,2092,4768846,K02077.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.2548322,4.1e-06,-4.1e-06,132.18666,0.00091,-0.00091,0.01,0.25,-0.25,2.3437,,,155,,,1.2,0.54,-0.54,1790.0,,,,,,58.3,,,6162.0,85.0,-85.0,4.48,0.3,-0.3,1.0,0.45,-0.45,297.13702,39.891842,13.298
350,2107,4761060,K02249.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,13.379424,5e-05,-5e-05,140.9234,0.0024,-0.0024,0.005,0.1,-0.1,6.9758,,,381,,,3.4,2.1,-2.1,1134.0,,,,,,72.3,,,6756.0,107.0,-107.0,4.08,0.3,-0.3,1.8,0.76,-0.76,295.54712,39.861759,12.301
351,2109,5479802,K02251.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,13.262616,6.8e-05,-6.8e-05,136.2877,0.004,-0.004,0.02,0.18,-0.18,3.8669,,,1103,,,2.6,1.6,-1.6,677.0,,,,,,39.1,,,5727.0,200.0,-200.0,4.65,0.3,-0.3,0.8,0.3,-0.3,299.34885,40.621319,15.38
352,2112,5607631,K02254.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.56999,0.00013,-0.00013,140.2406,0.0043,-0.0043,0.03,0.19,-0.19,3.2431,,,326,,,1.7,1.1,-1.1,695.0,,,,,,23.7,,,6145.0,85.0,-85.0,4.48,0.3,-0.3,0.99,0.37,-0.37,287.80338,40.890228,14.659
353,2114,8127586,K01752.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.60951,0.00017,-0.00017,147.6059,0.0071,-0.0071,0.54,0.98,-0.98,3.4761,,,343,,,2.0,1.8,-1.8,761.0,,,,,,15.8,,,6045.0,124.0,-124.0,4.41,0.3,-0.3,1.05,0.83,-0.83,300.43979,43.930729,14.926
354,2117,5302006,K01755.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.146317,4.5e-05,-4.5e-05,132.7474,0.0053,-0.0053,0.18,0.8,-0.8,3.3284,,,888,,,3.6,2.3,-2.3,1238.0,,,,,,20.8,,,6730.0,162.0,-162.0,4.36,0.3,-0.3,1.23,0.5,-0.5,298.29898,40.470329,15.05
355,2118,4851464,K01757.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.54825343,9e-07,-9e-07,133.21867,0.00012,-0.00012,0.0169,0.1,-0.1,6.0914,,,49526,,,17.8,6.5,-6.5,947.0,,,,,,2307.0,,,5891.0,200.0,-200.0,4.63,0.3,-0.3,0.82,0.3,-0.3,295.88867,39.911301,15.752
356,2121,3248019,K01759.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.3341087,8e-08,-8e-08,132.36517,4e-05,-4e-05,1.3,0.89,-0.89,2.6263,,,62362,,,77.0,38.0,-38.0,1806.0,,,,,,2664.5,,,6075.0,200.0,-200.0,4.37,0.3,-0.3,1.14,0.3,-0.3,294.59683,38.37014,15.387
357,2126,10491044,K01763.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.199033,1.4e-05,-1.4e-05,133.0741,0.0043,-0.0043,0.03,0.16,-0.16,2.9166,,,421,,,1.5,1.7,-1.7,1108.0,,,,,,20.9,,,5045.0,83.0,-83.0,4.56,0.3,-0.3,0.74,0.76,-0.76,298.77988,47.66095,15.957
358,2127,7369865,K01918.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,42.26276,0.00019,-0.00019,152.3073,0.0029,-0.0029,0.96,0.13,-0.13,4.9786,,,685,,,12.2,1.5,-1.5,851.0,,,,,,58.9,,,5388.0,119.0,-119.0,3.54,0.3,-0.3,3.55,0.42,-0.42,293.93689,42.961559,13.754
359,2128,8127607,K01919.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.609626,6.2e-05,-6.2e-05,147.6127,0.0026,-0.0026,0.48,0.81,-0.81,2.9336,,,772,,,2.1,1.1,-1.1,578.0,,,,,,36.7,,,5225.0,72.0,-72.0,4.6,0.3,-0.3,0.75,0.3,-0.3,300.4472,43.929539,14.659
360,2135,5108214,K01924.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.119128,3.8e-05,-3.8e-05,132.5824,0.005,-0.005,0.739,0.1,-0.1,4.8907,,,45,,,1.35,0.2,-0.2,1907.0,,,,,,15.1,,,5930.0,50.0,-50.0,4.02,0.1,-0.1,1.91,0.28,-0.28,294.2869,40.21381,7.837
361,2137,10230571,K01926.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,123.1149,0.0086,-0.0086,172.263,0.034,-0.034,0.37,0.87,-0.87,17.2442,,,296,,,0.46,,,138.0,,,,,,7.0,,,3240.0,,,4.897,,,0.27,,,299.2529,47.278999,9.473
362,2144,8260234,K02085.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.71479,1.9e-05,-1.9e-05,132.1326,0.0024,-0.0024,0.42,0.95,-0.95,2.8794,,,320,,,1.5,1.3,-1.3,865.0,,,,,,40.0,,,5232.0,76.0,-76.0,4.51,0.3,-0.3,0.81,0.69,-0.69,299.78946,44.171001,14.167
363,2150,12164770,K02088.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.630052,8.8e-06,-8.8e-06,132.2335,0.0024,-0.0024,0.027,0.1,-0.1,7.6708,,,355,,,1.96,0.86,-0.86,1458.0,,,,,,84.1,,,6321.0,106.0,-106.0,4.44,0.3,-0.3,1.07,0.37,-0.37,294.39557,50.719589,14.651
364,2151,9541322,K02089.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,9.405239,2.6e-05,-2.6e-05,134.5521,0.002,-0.002,0.97,0.18,-0.18,1.7006,,,519,,,3.6,1.2,-1.2,967.0,,,,,,32.4,,,6375.0,117.0,-117.0,4.43,0.3,-0.3,1.09,0.36,-0.36,297.33582,46.15099,14.685
365,2159,4951249,K02258.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.523439,2.5e-05,-2.5e-05,135.4671,0.0038,-0.0038,0.1,0.77,-0.77,2.5312,,,297,,,1.7,1.0,-1.0,1174.0,,,,,,20.1,,,6205.0,163.0,-163.0,4.47,0.3,-0.3,1.01,0.4,-0.4,298.35513,40.049938,15.146
366,2164,6634133,K02262.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,9.942286,3.5e-05,-3.5e-05,133.8427,0.0025,-0.0025,1.03,0.6,-0.6,1.9141,,,400,,,5.4,4.8,-4.8,691.0,,,,,,33.1,,,5119.0,81.0,-81.0,4.54,0.3,-0.3,0.77,0.57,-0.57,298.64505,42.089851,14.129
367,2167,3337432,K02265.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.976023,1.6e-05,-1.6e-05,132.9753,0.0037,-0.0037,0.03,0.16,-0.16,3.8188,,,93,,,0.93,,,1301.0,,,,,,26.6,,,5890.0,,,4.429,,,1.003,,,290.13821,38.491184,13.4
368,2171,3654950,K01766.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.0673712,5.7e-07,-5.7e-07,134.31545,0.0001,-0.0001,1.05,0.3,-0.3,4.9511,,,66555,,,40.0,39.0,-39.0,1013.0,,,,,,2493.3,,,5457.0,101.0,-101.0,4.53,0.3,-0.3,0.83,0.81,-0.81,293.83289,38.73634,15.858
369,2174,8223328,K01767.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,35.516213,5.4e-06,-5.4e-06,165.92946,0.0001,-0.0001,1.35,0.85,-0.85,4.1617,,,6640,,,68.0,38.0,-38.0,643.0,,,,,,799.2,,,5720.0,69.0,-69.0,4.15,0.3,-0.3,1.34,0.36,-0.36,287.8569,44.102798,12.481
370,2175,4150390,K01768.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,55.251767,2.4e-05,-2.4e-05,144.45614,0.00036,-0.00036,1.03,0.39,-0.39,5.5941,,,43311,,,32.0,12.0,-12.0,423.0,,,,,,829.7,,,5560.0,200.0,-200.0,4.59,0.3,-0.3,0.85,0.3,-0.3,289.68658,39.297199,15.807
371,2176,8444552,K01769.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.5890496,4e-08,-4e-08,132.17819,4e-05,-4e-05,1.22,0.55,-0.55,1.8091,,,60822,,,55.0,34.0,-34.0,2091.0,,,,,,1845.1,,,5691.0,78.0,-78.0,4.49,0.3,-0.3,0.9,0.45,-0.45,296.60672,44.472919,13.643
372,2177,7918217,K01770.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,63.93422,0.00034,-0.00034,162.8561,0.0035,-0.0035,1.05,0.7,-0.7,5.4299,,,715,,,2.6,,,172.0,,,,,,99.4,,,3240.0,,,4.897,,,0.27,,,299.60202,43.695995,10.88
373,2179,3345675,K01772.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,120.002521,5.6e-05,-5.6e-05,250.14165,0.00031,-0.00031,1.35,0.89,-0.89,4.9958,,,29250,,,36.0,18.0,-18.0,223.0,,,,,,348.8,,,4271.0,93.0,-93.0,4.71,0.3,-0.3,0.557,0.016,-0.016,292.30069,38.402142,15.635
374,2181,11285136,K01774.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.36817389,9.6e-07,-9.6e-07,133.80949,0.00029,-0.00029,0.71,0.25,-0.25,2.2823,,,10821,,,11.8,4.7,-4.7,1445.0,,,,,,301.7,,,5974.0,101.0,-101.0,4.39,0.3,-0.3,1.05,0.42,-0.42,284.86145,49.026989,15.533
